,City Name,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
385,zhigansk,66.77,123.37,23.0,95,99,18.66,RU,1602813122
386,bantry,51.68,-9.45,42.8,87,20,8.05,IE,1602813124
387,talaya,61.38,152.75,29.1,82,100,9.44,RU,1602813125
388,bambous virieux,-20.34,57.76,71.01,94,40,5.93,MU,1602813126
389,torbay,47.67,-52.73,57.99,100,90,10.29,CA,1602813127
390,clyde river,70.47,-68.59,33.8,100,90,17.22,CA,1602813128
391,tasiilaq,65.61,-37.64,42.8,87,100,13.87,GL,1602813129
392,salalah,17.02,54.09,77.0,73,75,4.7,OM,1602813130
393,alice springs,-23.7,133.88,93.2,15,0,14.99,AU,1602812965
394,san patricio,28.02,-97.52,81.0,83,40,17.22,US,1602813134
395,sorland,67.67,12.69,45.28,80,99,14.32,NO,1602813135
396,barcelos,41.54,-8.62,53.01,93,0,3.36,PT,1602813136
397,turiacu,-1.66,-45.37,77.23,85,93,5.91,BR,1602813139
398,malhargarh,24.28,74.98,78.55,66,7,9.17,IN,1602813140
399,mount isa,-20.73,139.5,89.6,24,0,14.99,AU,1602813141
400,whitehorse,60.72,-135.05,39.0,69,75,9.17,CA,1602812957
401,port hardy,50.7,-127.42,46.4,100,90,27.51,CA,1602813143
402,praya,14.92,-23.51,78.8,94,40,9.17,CV,1602813144
403,souillac,-20.52,57.52,69.8,94,40,5.79,MU,1602813006
404,nyagan,62.14,65.39,37.04,86,100,10.11,RU,1602813146
405,boffa,10.17,-14.03,75.83,93,97,2.98,GN,1602813148
406,mpongwe,-13.51,28.16,63.5,75,0,5.39,ZM,1602813149
407,dabat,12.98,37.77,52.3,85,31,3.2,ET,1602813150
408,synya,65.37,58.04,29.28,94,100,4.47,RU,1602813151
409,kimbe,-5.55,150.14,89.62,61,50,4.27,PG,1602813152
410,okha,53.57,142.95,36.95,74,100,22.68,RU,1602813153
411,koumac,-20.57,164.28,70.93,85,100,8.37,NC,1602813154
412,praia da vitoria,38.73,-27.07,68.0,94,75,5.53,PT,1602813155
413,coutances,49.05,-1.43,52.0,76,2,8.05,FR,1602813156
414,sturgis,41.8,-85.42,44.01,87,40,7.4,US,1602813124
415,frederick,39.47,-77.4,68.0,77,75,3.36,US,1602813159
416,chernyshevskiy,63.01,112.47,20.1,87,0,12.97,RU,1602813160
417,cristalina,-16.77,-47.61,69.37,68,86,1.7,BR,1602813161
418,banda aceh,5.56,95.32,84.74,64,98,12.71,ID,1602813162
419,andra,62.51,65.89,34.11,91,100,11.61,RU,1602813163
420,rambha,19.52,85.1,81.93,84,20,3.85,IN,1602813164
421,bernau,52.68,13.59,48.99,52,43,5.01,DE,1602813167
422,pokhara,28.23,83.98,74.28,54,2,0.29,NP,1602813168
423,muli,2.92,73.57,82.58,78,70,18.86,MV,1602813169
424,rudnogorsk,57.26,103.75,25.47,93,81,12.46,RU,1602813170
425,college,64.86,-147.8,23.0,62,75,6.93,US,1602813171
426,khani,41.96,42.96,53.6,93,0,3.36,GE,1602813172
427,santa marta,11.24,-74.2,84.99,76,9,8.01,CO,1602812988
428,lokosovo,61.13,74.82,31.05,94,100,10.89,RU,1602813174
429,san quintin,30.48,-115.95,74.17,54,0,5.28,MX,1602813175
430,hofn,64.25,-15.21,45.12,80,15,2.28,IS,1602813177
431,port hedland,-20.32,118.57,98.6,13,0,8.05,AU,1602813179
432,colac,-38.33,143.58,55.99,71,0,1.01,AU,1602813180
433,olafsvik,64.89,-23.71,47.44,74,79,5.01,IS,1602813181
434,port blair,11.67,92.75,81.59,81,100,11.07,IN,1602813182
435,isangel,-19.55,169.27,80.6,83,90,13.29,VU,1602813183
436,bonfim,3.08,-59.95,81.23,63,3,4.54,BR,1602813185
437,laguna,38.42,-121.42,89.6,11,1,4.7,US,1602813186
438,kununurra,-15.77,128.73,91.4,46,0,8.05,AU,1602813187
439,leningradskiy,69.38,178.42,35.85,89,100,17.81,RU,1602813188
440,kirakira,-10.45,161.92,84.27,73,25,7.65,SB,1602813189
441,kawalu,-7.38,108.21,77.4,81,89,4.18,ID,1602813190
442,kelowna,49.88,-119.49,51.8,57,90,3.36,CA,1602813188
443,husavik,66.04,-17.34,26.6,92,0,2.24,IS,1602813192
444,zapolyarnyy,69.42,30.81,35.6,80,100,25.28,RU,1602813195
445,kirillov,59.86,38.38,35.6,93,75,4.47,RU,1602813196
446,ouadda,8.08,22.4,68.47,88,94,3.96,CF,1602813197
447,coquimbo,-29.95,-71.34,55.4,87,90,5.82,CL,1602813015
448,mount pleasant,32.79,-79.86,75.99,100,75,4.7,US,1602813177
449,sola,-13.88,167.55,79.74,81,46,11.45,VU,1602813200
450,hasaki,35.73,140.83,59.0,67,75,13.87,JP,1602812925
451,stromness,58.97,-3.3,48.2,81,68,11.41,GB,1602813202
452,santa cruz,-17.8,-63.17,78.8,61,75,13.87,BO,1602813031
453,oume,35.78,139.24,63.0,62,20,8.05,JP,1602813205
454,fethiye,36.62,29.12,59.0,82,0,4.7,TR,1602813207
455,matay,28.42,30.78,69.37,87,0,13.49,EG,1602813209
456,fort pierce,27.45,-80.33,82.99,94,1,4.7,US,1602813210
457,tombouctou,20.0,-3.0,91.58,15,0,7.74,ML,1602813211
458,sibsagar,26.98,94.63,78.8,94,40,3.36,IN,1602813212
459,dubbo,-32.25,148.62,77.0,23,100,4.7,AU,1602813214
460,lagoa,39.05,-27.98,68.11,86,86,14.23,PT,1602813215
461,neya,58.3,43.87,41.02,84,98,6.67,RU,1602813216
462,kenai,60.55,-151.26,46.4,65,1,5.82,US,1602813217
463,faya,18.39,42.45,57.2,17,0,5.01,SA,1602813218
464,kutum,14.2,24.67,75.09,19,0,10.18,SD,1602813219
465,erzin,36.96,36.2,75.99,77,48,1.74,TR,1602813220
466,aljezur,37.32,-8.8,45.0,90,37,7.83,PT,1602813221
467,plaisance-du-touch,43.57,1.3,44.6,87,43,10.29,FR,1602813223
468,tsabong,-26.02,22.4,74.53,28,0,10.25,BW,1602813225
469,puerto madero,14.72,-92.42,77.0,100,40,6.26,MX,1602813227
470,vryburg,-26.96,24.73,66.09,31,0,7.61,ZA,1602813228
471,shieli,44.17,66.75,53.2,42,0,10.71,KZ,1602813229
472,manaquiri,-3.32,-60.35,80.6,74,0,2.24,BR,1602813230
473,escanaba,45.75,-87.06,30.99,92,1,3.8,US,1602813231
474,kalmunai,7.42,81.82,81.91,68,94,2.64,LK,1602813233
475,springfield,37.22,-93.3,48.99,42,1,9.17,US,1602813234
476,bichena,10.45,38.2,51.26,88,30,3.83,ET,1602813235
477,savannah bight,16.45,-85.85,84.0,73,26,7.72,HN,1602813236
478,saint-augustin,51.23,-58.65,45.12,84,28,10.0,CA,1602813237
479,hammerfest,70.66,23.68,35.6,93,100,9.17,NO,1602813238
480,rio gallegos,-51.62,-69.22,53.6,32,97,11.41,AR,1602813222
481,kieta,-6.22,155.63,84.31,69,90,3.98,PG,1602813241
482,puerto del rosario,28.5,-13.86,71.6,78,75,13.87,ES,1602813242
483,nzerekore,7.76,-8.82,68.76,99,78,0.94,GN,1602813245
484,yeppoon,-23.13,150.73,80.6,44,6,6.93,AU,1602813246
485,narsaq,60.92,-46.05,39.18,72,100,2.1,GL,1602813247
486,namibe,-15.2,12.15,69.53,75,60,5.77,AO,1602813248
487,jiuquan,39.74,98.52,44.28,52,0,3.11,CN,1602813249
488,dubti,11.74,41.09,85.01,40,0,9.78,ET,1602813251
489,affery,6.32,-3.96,71.91,98,100,1.72,CI,1602813252
490,paita,-5.09,-81.11,63.91,87,13,8.77,PE,1602813253
491,alindao,5.03,21.21,68.7,95,99,1.61,CF,1602813254
492,atagay,55.1,99.39,33.84,86,97,12.77,RU,1602813255
493,miguel calmon,-11.43,-40.59,69.21,60,0,3.36,BR,1602813257
494,taltal,-25.4,-70.48,57.18,77,35,2.08,CL,1602813258
495,chilca,-12.52,-76.74,64.4,77,90,10.29,PE,1602813260
496,sterling,39.01,-77.43,70.0,77,1,9.17,US,1602813261
497,tomatlan,19.93,-105.25,79.83,88,3,1.25,MX,1602813262
498,nhlangano,-27.12,31.2,60.04,71,0,2.8,SZ,1602813263
499,takoradi,4.88,-1.76,76.01,90,54,7.31,GH,1602813264
500,shestakovo,56.49,103.96,30.06,95,100,14.65,RU,1602813087
501,orimattila,60.8,25.73,39.0,95,39,4.85,FI,1602813266
502,ca mau,9.18,105.15,81.48,85,97,11.32,VN,1602813268
503,milkovo,54.72,158.62,44.6,57,42,12.15,RU,1602813270
504,hervey bay,-25.3,152.85,82.0,39,0,13.87,AU,1602813271
505,borovskoy,53.8,64.15,48.33,51,90,13.56,KZ,1602813273
506,nortelandia,-14.45,-56.8,74.59,70,100,3.96,BR,1602813274
507,potchefstroom,-26.72,27.1,64.49,43,0,5.3,ZA,1602813275
508,lata,40.16,-8.33,46.0,89,52,2.89,PT,1602813276
509,bergerac,44.83,0.5,44.6,93,90,4.7,FR,1602813277
510,pasighat,28.07,95.33,82.78,58,0,0.74,IN,1602813279
511,verkhoyansk,67.54,133.38,14.97,91,29,3.38,RU,1602813280
512,clydebank,55.9,-4.41,46.0,81,90,5.82,GB,1602813271
513,humberto de campos,-2.6,-43.46,77.83,85,3,5.91,BR,1602813282
514,derzhavinsk,51.1,66.32,47.97,51,57,9.28,KZ,1602813283
515,urumqi,43.8,87.6,46.4,49,0,4.47,CN,1602813284
516,umm kaddadah,13.6,26.69,84.42,16,0,3.58,SD,1602813285
517,santa maria do suacui,-18.19,-42.41,70.07,94,100,5.21,BR,1602813286
518,pudozh,61.81,36.53,34.03,92,58,5.57,RU,1602813287
519,vestmanna,62.16,-7.17,42.8,81,89,1.97,FO,1602813289
520,severo-kurilsk,50.68,156.12,43.36,63,75,26.06,RU,1602813290
521,samarai,-10.62,150.67,79.83,80,10,11.39,PG,1602813291
522,bonthe,7.53,-12.51,78.24,85,91,6.38,SL,1602813292
523,taoudenni,22.68,-3.98,85.93,14,0,10.45,ML,1602813293
524,veseloyarsk,51.28,81.11,44.13,65,86,5.08,RU,1602813294
525,owosso,43.0,-84.18,44.01,81,40,6.93,US,1602813089
526,turukhansk,65.82,87.98,24.96,98,99,9.06,RU,1602813296
527,lannion,48.75,-3.42,50.0,93,55,2.24,FR,1602813298
528,saint-francois,46.42,3.91,46.99,93,90,6.93,FR,1602813300
529,iracoubo,5.48,-53.2,80.56,80,14,12.41,GF,1602813301
530,lungi,9.22,-12.68,74.79,97,99,4.7,SL,1602813302
531,pundaguitan,6.37,126.17,83.25,73,100,6.02,PH,1602813303
532,sao domingos do maranhao,-5.58,-44.39,84.34,31,71,2.46,BR,1602813304
533,ivdel,60.69,60.42,41.59,84,91,8.46,RU,1602813305
534,bitung,1.45,125.18,86.0,74,20,2.24,ID,1602813307
535,luchegorsk,46.48,134.26,44.11,57,0,8.39,RU,1602813308
536,oranjestad,12.52,-70.03,84.2,74,20,13.87,AW,1602813058
537,muravlenko,63.79,74.52,30.27,94,100,13.96,RU,1602813310
538,kumta,14.42,74.4,78.69,86,24,9.89,IN,1602813311
539,margate,51.38,1.39,50.0,76,64,1.99,GB,1602813156
540,beloha,-25.17,45.05,64.27,94,32,7.54,MG,1602813060
541,kholmogory,64.22,41.66,32.0,96,75,2.24,RU,1602813314
542,altay,47.87,88.12,38.89,61,98,4.34,CN,1602813315
543,ternate,0.8,127.4,83.14,71,99,3.47,ID,1602813317
544,keuruu,62.27,24.7,35.6,93,75,6.93,FI,1602813318
545,saryozek,44.36,77.98,44.96,55,0,2.04,KZ,1602813319
546,dolinsk,47.35,142.8,51.8,40,40,13.42,RU,1602813320
547,pinheiro machado,-31.58,-53.38,55.0,97,17,18.99,BR,1602813321
548,fuerte olimpo,-21.04,-57.87,73.54,85,11,4.56,PY,1602813322
549,birjand,32.87,59.22,39.2,18,0,4.7,IR,1602813323
550,gunjur,13.2,-16.73,78.8,100,40,7.56,GM,1602813324
551,burnie,-41.07,145.92,52.0,47,99,7.0,AU,1602813326
552,peterhead,57.51,-1.8,50.0,93,90,9.17,GB,1602813327
553,miraflores,19.22,-98.81,73.0,35,20,16.11,MX,1602813328
554,show low,34.25,-110.03,68.0,15,1,3.36,US,1602813329
555,tual,-5.67,132.75,81.81,80,33,16.04,ID,1602813330
556,eureka,40.8,-124.16,66.0,75,0,1.01,US,1602813331
557,muros,42.78,-9.06,46.0,88,12,1.01,ES,1602813332
558,tacuati,-23.45,-56.58,69.85,96,11,2.3,PY,1602813333
559,imola,44.35,11.72,50.0,94,100,4.0,IT,1602813274
560,tecoanapa,16.52,-98.75,81.16,82,71,3.71,MX,1602813336
561,sur,22.57,59.53,78.57,55,0,13.71,OM,1602813337
562,jiwani,25.05,61.74,75.87,25,0,17.45,PK,1602813338
563,tabas,33.6,56.92,55.4,17,0,2.24,IR,1602813339
564,aleppo,36.25,37.5,62.78,92,0,10.54,SY,1602813340
565,honjo,36.23,139.18,61.0,53,44,6.62,JP,1602813341
566,buchanan,5.88,-10.05,76.96,87,88,2.3,LR,1602813342
567,srednekolymsk,67.45,153.68,32.04,99,100,7.23,RU,1602813343
568,sebezh,56.3,28.47,40.06,87,100,4.18,RU,1602813346
569,matagami,49.75,-77.63,41.0,93,90,14.99,CA,1602813347
570,naryan-mar,67.67,53.09,29.89,95,98,5.64,RU,1602813348
571,puerto ayacucho,5.66,-67.62,77.58,83,26,2.26,VE,1602813349
572,flinders,-34.58,150.86,63.0,83,100,1.01,AU,1602813350
573,grand forks,47.94,-97.43,37.4,43,1,8.05,US,1602813352
574,mhasla,18.13,73.12,76.66,93,90,8.25,IN,1602813353
575,malayal,7.21,121.94,84.2,79,75,3.36,PH,1602813355
576,lieksa,63.32,30.02,35.64,86,98,8.3,FI,1602813356
577,kamenka,51.32,42.77,51.01,73,100,4.59,RU,1602813357
578,jiayuguan,39.82,98.3,43.92,52,0,5.86,CN,1602813359
579,cordoba,-31.41,-64.18,70.0,76,6,8.05,AR,1602813267
580,north bend,43.41,-124.22,60.8,72,1,10.29,US,1602813282
581,troyes,48.33,4.08,48.2,87,90,8.05,FR,1602813363
582,klaksvik,62.23,-6.59,42.8,81,81,2.73,FO,1602813365
583,asau,46.43,26.4,48.0,88,47,4.5,RO,1602813366
584,moram,17.8,76.47,70.36,93,100,8.79,IN,1602813367
585,terrace,54.52,-128.6,39.2,100,90,4.7,CA,1602813354
586,sao joao da barra,-21.64,-41.05,72.41,84,82,8.28,BR,1602813369
587,green river,41.53,-109.47,41.0,30,1,17.22,US,1602813370
